Open,High,Low,Close,Adj Close,Volume
-0.9997274812915119,-0.9992207003297063,-1.0,-0.9998879022896737,-0.9998879022896737,0.08203928893357282
-0.9993876899463867,-0.9975344503662162,-0.9984489302319702,-0.9971804941730773,-0.9971804941730773,-0.4523208020448499
-0.9961108511085546,-0.9960564682329008,-0.9955278721594902,-0.9968102106489457,-0.9968102106489457,-0.5644144653579474
-0.9959460035724942,-0.9966879696898628,-0.9974000802920999,-0.9983490632565288,-0.9983490632565288,-0.638082025619444
-0.9980587864973547,-0.9978972277989392,-0.9972941672949307,-0.9979651917197989,-0.9979651917197989,-0.7864248835362795
-0.9980621608842043,-0.9979140331175379,-0.9970276919415221,-0.9973163742990601,-0.9973163742990601,-0.8376874085366264
-0.9970024017568105,-0.997688973391543,-0.996675795394083,-0.997914246853384,-0.997914246853384,-0.8593097351423649
-0.9979511287686993,-0.9987403527806842,-0.997933044651018,-0.9993205993700862,-0.9993205993700862,-0.8841607349516751
-0.9989536980886881,-0.9993382704460055,-0.9978817946650199,-0.9991983072567018,-0.9991983072567018,-0.8909898679701391
-0.9988191259278689,-0.9995868334570376,-0.9987324980154454,-0.9999184719244103,-0.9999184719244103,-0.7876576496685523
-0.9999999999999999,-0.9997883764752169,-0.9989818945908883,-0.9994904563147837,-0.9994904563147837,-0.6412324279574748
-0.9994078824923958,-0.9999999999999999,-0.9988520767654073,-0.9999999999999999,-0.9999999999999999,-0.8852467432110583
-0.9993876899463867,-0.9999126579807329,-0.9987529898185842,-0.9994666738991272,-0.9994666738991272,-0.8682277218849579
-0.9994785295158827,-0.9995666858666088,-0.9984489302319702,-0.9992220896723583,-0.9992220896723583,-0.8893315040064863
-0.998876315735274,-0.9996741754763045,-0.9982781014960103,-0.9992186960628183,-0.9992186960628183,-0.9119517841478743
-0.9991891926482354,-0.9983809310425696,-0.9981756151761147,-0.9981927943244295,-0.9981927943244295,-0.798415001751362
-0.997496957808764,-0.9977595100922112,-0.9964127330658473,-0.9974556480345828,-0.9974556480345828,-0.819342674425423
-0.9972210781571986,-0.9965536076777433,-0.9962999940183321,-0.9961002403842956,-0.9961002403842956,-0.7462621456554848
-0.9961747762458867,-0.9958045361044819,-0.9951349783536729,-0.995926989830058,-0.995926989830058,-0.7490994645313509
-0.9955759368521278,-0.9952771685626072,-0.9946395982279601,-0.9952577836032026,-0.9952577836032026,-0.7845219231178107
-0.9948761616158682,-0.9947094924170965,-0.9939904681442532,-0.9940620384945545,-0.9940620384945545,-0.7794734522904075
-0.9940249826158579,-0.9933289193868732,-0.9928903818704854,-0.9934267955119758,-0.9934267955119758,-0.7511638586099983
-0.9930627983878872,-0.9937252806112368,-0.9926375586177688,-0.9939431399907102,-0.9939431399907102,-0.8344098160420914
-0.9938735922958795,-0.9939772127396556,-0.9928767161176927,-0.9937597086078525,-0.9937597086078525,-0.8257804531161813
-0.9933891325169306,-0.9929829338499706,-0.9928049743285559,-0.9929308262649197,-0.9929308262649197,-0.8024117078230563
-0.992682621950744,-0.9924891500997365,-0.9918688634362006,-0.9932671329703364,-0.9932671329703364,-0.7880196524216802
-0.9931469026274562,-0.9935707710086884,-0.9925384853230464,-0.9938004726456473,-0.9938004726456473,-0.8383918463264967
-0.9925615070060068,-0.9913806702111392,-0.9917151271303072,-0.9908790363625805,-0.9908790363625805,-0.5969066584157109
-0.9907447828349484,-0.9888210671688717,-0.9896584245089448,-0.9894455078206816,-0.9894455078206816,-0.264231020220407
-0.9896682055483953,-0.989734728851285,-0.9887120745410706,-0.9899482642868178,-0.9899482642868178,-0.6745464651034202
-0.9893654249084384,-0.9890830798038942,-0.9887462320970021,-0.9889359505610273,-0.9889359505610273,-0.6410807781554888
-0.9878682995364962,-0.9881996462185133,-0.9869936027143544,-0.9880934937799344,-0.9880934937799344,-0.6925487641778811
-0.9880667968346476,-0.9876420371568277,-0.987605148564856,-0.9869690823438177,-0.9869690823438177,-0.6447937523395963
-0.9870945163336724,-0.9876689095592517,-0.9863205678023356,-0.9874073059309407,-0.9874073059309407,-0.6837677514499851
-0.9873064708479056,-0.9871885620102295,-0.9861326602884098,-0.9868060261926385,-0.9868060261926385,-0.6658045878082948
-0.9867008961242195,-0.9872557564390678,-0.9859720842800697,-0.9871864905453902,-0.9871864905453902,-0.7403722630235144
-0.9872795564157418,-0.9875311918525237,-0.9870550917758716,-0.9880255537169431,-0.9880255537169431,-0.754999131021514
-0.9881408182449842,-0.9879510697847028,-0.9872088417338657,-0.9872986018301545,-0.9872986018301545,-0.7257796385291891
-0.9851533028310271,-0.9859558006161162,-0.9849266473653723,-0.9861096439405865,-0.9861096439405865,-0.5274412652479539
-0.9859304604207008,-0.9863488061458714,-0.9854459596235983,-0.985735966806915,-0.985735966806915,-0.7557329203859622
-0.9846116532446731,-0.9853007824513386,-0.9842877836613858,-0.9850192093231847,-0.9850192093231847,-0.6883368132259489
-0.9851936744792729,-0.9840579271278431,-0.9845405932620017,-0.983303712551824,-0.983303712551824,-0.6677320078722451
-0.9827377392662098,-0.9829830310308865,-0.9824429070343617,-0.9837181537232905,-0.9837181537232905,-0.5679953574564542
-0.983568725720211,-0.9841284772512898,-0.9850906500509862,-0.9862489176761093,-0.9862489176761093,-0.45505539040969334
-0.9847899579968155,-0.9837455388053598,-0.984400522708901,-0.9832289852697527,-0.9832289852697527,-0.29769181523924204
-0.9759956605653988,-0.9736549382724002,-0.9767271956897097,-0.9753988828291691,-0.9753988828291691,0.7933257795386339
-0.9740241851312845,-0.9688649258289478,-0.9738334691228152,-0.9703135589334367,-0.9703135589334367,0.5914016222297955
-0.9706800602130429,-0.9694661991888776,-0.9712882124260861,-0.972215880697195,-0.972215880697195,0.07984770469842095
-0.9718979315465699,-0.9705142228834103,-0.9706835062780312,-0.9707993337774345,-0.9707993337774345,-0.358009300996879
